ch13	FIGURE NEEDED: light-cone sketch -- two stars	2008_TH_L3-s1.pdf
ch13	FIGURE NEEDED: timeline diagram -- radiation 	2008_TH_L3-s2.pdf
ch13	FIGURE NEEDED: hand-drawn Gaussian cylinder o	2021_TH_Q15-s1.pdf
ch13	FIGURE NEEDED: sketch of g(r): linear from (0	2021_TH_Q15-s2.pdf
ch13	FIGURE NEEDED: lensing geometry: points E, S,	2021_TH_Q15-s3.pdf
ch13	FIGURE NEEDED: lensed spiral-galaxy images fr	2021_TH_Q15-s4.pdf
ch13	FIGURE NEEDED: solution plot of N_D/N_n (log 	2025_TH_T10-s1.pdf
ch13	FIGURE NEEDED: annotated straight-line fit th	2025_TH_T10-s2.pdf
ch13	FIGURE NEEDED: official rotation-curve decomp	2017_DA_D2-s1.pdf
ch13	FIGURE NEEDED: hand-drawn linear fit "Graph N	2017_DA_D2-s2.pdf
ch13	FIGURE NEEDED: hand-drawn linear fit "Graph N	2017_DA_D2-s3.pdf
ch13	FIGURE NEEDED: hand-drawn "Graph Number D2.5:	2017_DA_D2-s4.pdf
ch13	FIGURE NEEDED: hand-drawn "Graph Number D2.5 	2017_DA_D2-s5.pdf
ch13	FIGURE NEEDED: XY, XZ and YZ scatter plots of	2022_DA_2-s1.pdf;2022_DA_2-s2.pdf;2022_DA_2-s3.pdf
ch13	FIGURE NEEDED: histogram of number of galaxie	2022_DA_2-s4.pdf
ch13	FIGURE NEEDED: probability density of center-	2022_DA_2-s5.pdf
ch13	FIGURE NEEDED: linearization plot 1/H(r) vs r	2022_DA_2-s6.pdf
ch13	FIGURE NEEDED: histogram of number of galaxie	2022_DA_2-s7.pdf
ch13	FIGURE NEEDED: geometric drawing of the line-	2022_DA_2-s8.pdf
ch13	FIGURE NEEDED: corrected histogram of number 	2022_DA_2-s9.pdf
ch13	FIGURE NEEDED: plots of the normalized densit	2022_DA_2-s10.pdf;2022_DA_2-s11.pdf;2022_DA_2-s12.pdf;2022_DA_2-s13.pdf
ch13	FIGURE NEEDED: final probability density plot	2022_DA_2-s14.pdf
