ch09	FIGURE NEEDED: sketch of the transit chord --	2017_TH_T13-s1.pdf
ch09	FIGURE NEEDED: geometry sketch -- Sun (centre	2017_TH_T2-s1.pdf
ch09	FIGURE NEEDED: geometry sketch -- Sun (centre	2017_TH_T2-s2.pdf
ch09	FIGURE NEEDED: hand-drawn sketch -- Earth's o	2021_TH_Q10-s1.pdf
ch09	FIGURE NEEDED: the radial-velocity curve of H	2021_TH_Q6-s1.pdf
ch09	FIGURE NEEDED: fitted transit lightcurve -- n	2021_DA_DA2-s1.pdf
ch09	FIGURE NEEDED: habitable-zone diagram, T_eff 	2021_DA_DA2-s2.pdf
ch09	FIGURE NEEDED: sorted planet masses -- Mass v	2021_DA_DA2-s3.pdf
ch09	FIGURE NEEDED: horizontal boxplots of T_eff f	2021_DA_DA2-s4.pdf
ch09	FIGURE NEEDED: smooth sinusoidal curve drawn 	2025_DA_D01-s1.pdf
ch09	FIGURE NEEDED: the transit lightcurve with da	2025_DA_D01-s2.pdf
ch09	FIGURE NEEDED: hand-drawn graph of y_1 vs x_1	2025_DA_D01-s3.pdf
ch09	FIGURE NEEDED: schematic normalized-intensity	2025_DA_D01-s4.pdf
ch09	FIGURE NEEDED: side-on geometry sketch -- ste	2025_DA_D01-s5.pdf
ch09	FIGURE NEEDED: hand-drawn graph of R_p/R_s vs	2025_DA_D01-s6.pdf
