ch06	FIGURE NEEDED: cluster sphere of radius R wit	2012_TH_L1-s1.pdf
ch06	FIGURE NEEDED: Fig.12 b (2014_th_sol.pdf p.18	2014_TH_P9-s1.pdf
ch06	FIGURE NEEDED: Figure 1 (2022_Solutions.pdf p	2022_TH_11-s1.pdf
ch06	FIGURE NEEDED: Figure 2 (2022_Solutions.pdf p	2022_TH_11-s2.pdf
ch06	FIGURE NEEDED: Figure 2 of the solution (2013	2013_DA_D3-s1.pdf
ch06	FIGURE NEEDED: celestial-sphere diagram (2014	2014_DA_D3-s1.pdf
ch06	FIGURE NEEDED: triangle diagram (2014_da_sol.	2014_DA_D3-s2.pdf
ch06	FIGURE NEEDED: plot for HD 4817 (2015_da_sol.	2015_DA_D2-s1.pdf
ch06	FIGURE NEEDED: plot for HD 11092 (2015_da_sol	2015_DA_D2-s2.pdf
ch11	FIGURE NEEDED: solution diagram (2009_th_sol.	2009_TH_P9-s1.pdf
ch11	FIGURE NEEDED: annotated version of the probl	2017_TH_T3-s1.pdf
ch11	FIGURE NEEDED: schematic top view of the Gala	2025_TH_T06-s1.pdf
ch11	FIGURE NEEDED: sketch of V_r vs D from 0 to 2	2025_TH_T06-s2.pdf
ch11	FIGURE NEEDED: diagram of the general case (2	2014_DA_D1-s1.pdf
ch11	FIGURE NEEDED: diagram of the i = 0 case (201	2014_DA_D1-s2.pdf
ch11	FIGURE NEEDED: figure 3 (2014_da_sol.pdf p.19	2014_DA_D1-s3.pdf
ch11	FIGURE NEEDED: the plotted orbit of S* on mil	NOTE:orbit plot is in a separate millimetric-paper annex ('See Anex', 2014_da_sol.pdf p.21) not included in the source PDF
ch11	FIGURE NEEDED: sketch of the relative positio	2020_DA_3-s1.pdf
ch11	FIGURE NEEDED: three five-bin histograms of t	2024_DA_D2-s1.pdf
