ch05	FIGURE NEEDED: ray diagram of a telescope obj	2017_TH_T10-s1.pdf
ch05	FIGURE NEEDED: sketch of the satellite (orbit	2019_TH_14-s1.pdf
ch05	FIGURE NEEDED: ray path inside the conical bo	2023_TH_Q6-s1.pdf
ch05	FIGURE NEEDED: sketch of parallel rays hittin	2025_TH_T01-s1.pdf
ch05	FIGURE NEEDED: geometry of satellites S1 and 	2025_TH_T01-s2.pdf
ch05	FIGURE NEEDED: unit sphere with two cones of 	2025_TH_T01-s3.pdf
ch05	FIGURE NEEDED: hand-drawn ray diagram at the 	2025_TH_T09-s1.pdf
ch05	FIGURE NEEDED: hand-drawn continuation of the	2025_TH_T09-s2.pdf
ch05	FIGURE NEEDED: hand-drawn speckle pattern -- 	2025_TH_T09-s3.pdf
ch05	FIGURE NEEDED: Plot (1) -- pixel-value profil	2009_DA_D1-s1.pdf
ch05	FIGURE NEEDED: solution chart -- the sky map 	2010_DA_D1-s1.pdf
ch05	FIGURE NEEDED: Figure 1A "Calculating the dis	2013_DA_D1-s1.pdf
ch05	FIGURE NEEDED: Graph 1 solution -- semi-log p	2024_DA_D1-s1.pdf
ch05	FIGURE NEEDED: Graph 2 solution -- SDSS magni	2024_DA_D1-s2.pdf;2024_DA_D1-s3.pdf
ch05	FIGURE NEEDED: expected sketch of M31 in the 	2007_OBS-SKY_2-s3.pdf
ch05	FIGURE NEEDED: model sky-chart and CCD images	2008_OBS-TEL_1-s1.pdf;2008_OBS-TEL_1-s2.pdf;2008_OBS-TEL_1-s3.pdf;2008_OBS-TEL_1-s4.pdf;2008_OBS-TEL_1-s5.pdf;2008_OBS-TEL_1-s6.pdf;2008_OBS-TEL_1-s7.pdf;2008_OBS-TEL_1-s8.pdf;2008_OBS-TEL_1-s9.pdf;2008_OBS-TEL_1-s10.pdf
ch05	FIGURE NEEDED: solution version of Chart 1 --	2015_OBS-TEL_1-s2.pdf
ch05	FIGURE NEEDED: reference view-field drawings 	2019_OBS-TEL_2-s1.pdf;2019_OBS-TEL_2-s2.pdf;2019_OBS-TEL_2-s3.pdf;2019_OBS-TEL_2-s4.pdf
ch05	FIGURE NEEDED: "Saturn drawing evaluation sch	2019_OBS-TEL_2-s5.pdf;2019_OBS-TEL_2-s6.pdf
ch05	FIGURE NEEDED: reference FOV drawing with eps	2019_OBS-TEL_2-s7.pdf
ch05	FIGURE NEEDED: reference star chart of the M5	2019_OBS-TEL_3-s1.pdf;2019_OBS-TEL_3-s2.pdf
ch05	FIGURE NEEDED: flat-Earth sketch -- right tri	2023_OBS-TEL_1-s4.pdf
ch05	FIGURE NEEDED: curved-Earth sketch -- the obs	2023_OBS-TEL_1-s5.pdf
ch05	FIGURE NEEDED: solution image of Saturn with 	2023_OBS-TEL_1-s6.pdf
ch05	FIGURE NEEDED: marked sky map with S1-S4 circ	2025_OBS-TEL_OT01-s2.pdf
