ch08	FIGURE NEEDED: solution sketch of the eclipse	2008_TH_L1-s1.pdf
ch08	FIGURE NEEDED: annotated H-alpha spectrum plo	2021_TH_Q7-s1.pdf
ch08	FIGURE NEEDED: geometry sketch — two concentr	2022_TH_6-s1.pdf
ch08	FIGURE NEEDED: predicted secondary-eclipse li	2023_TH_Q9-s1.pdf
ch08	FIGURE NEEDED: schematic trapezoidal eclipse 	2023_TH_Q9-s2.pdf
ch08	FIGURE NEEDED: predicted secondary-eclipse li	2023_TH_Q9-s3.pdf
ch08	FIGURE NEEDED: plot of the bolometric correct	2008_DA_D2-s1.pdf
ch08	FIGURE NEEDED: same BC vs B-V data with a smo	2008_DA_D2-s2.pdf
ch08	FIGURE NEEDED: plotted light curves of KZ Hya	2010_DA_D2-s1.pdf;2010_DA_D2-s2.pdf
ch08	FIGURE NEEDED: O-C diagram, (O-C) in days vs 	NOTE:Official 2011 DA solution (p.82, scan) contains no drawn O-C diagram; it only instructs plotting on graph paper
ch08	FIGURE NEEDED: calibration plot, Absolute Mag	2012_DA_D2-s1.pdf
ch08	FIGURE NEEDED: plotted light curve of HV 2257	2015_DA_D1-s1.pdf
ch08	FIGURE NEEDED: plotted colour curve of HV 225	2015_DA_D1-s2.pdf
ch08	FIGURE NEEDED: plotted radial-velocity curve 	2015_DA_D1-s3.pdf
ch08	FIGURE NEEDED: radial-velocity curve with the	2015_DA_D1-s4.pdf
ch08	FIGURE NEEDED: model graph D1.1 — data points	2016_DA_D1-s1.pdf
ch08	FIGURE NEEDED: model graph D1.7 — T_(O-C) (da	2016_DA_D1-s2.pdf
ch08	FIGURE NEEDED: Figure 4 — TRES radial velocit	2018_DA_D2-s1.pdf
ch08	FIGURE NEEDED: Figure 5 — M_2 vs M_1 (both in	2018_DA_D2-s2.pdf
ch08	FIGURE NEEDED: |v_r| (km/s) of the H-alpha ab	2019_DA_1-s3.pdf
ch08	FIGURE NEEDED: annotated Johnson V light curv	2019_DA_1-s1.pdf
ch08	FIGURE NEEDED: stacked spectra of Nova Del 20	2019_DA_1-s2.pdf
ch08	FIGURE NEEDED: geometry sketch — axes X (towa	2019_DA_2-s1.pdf
