ch02	FIGURE NEEDED: plot of the original tilted el	2015_TH_L1-s3.pdf
ch02	FIGURE NEEDED: same near-perigee sketch as in	2015_TH_L1-s4.pdf
ch02	FIGURE NEEDED: two ellipse sketches (2015 the	2015_TH_S5-s1.pdf;2015_TH_S5-s2.pdf
ch02	FIGURE NEEDED: right triangle with the satell	2020_TH_6-s1.pdf
ch02	FIGURE NEEDED: 3-D construction with satellit	2020_TH_6-s2.pdf
ch02	FIGURE NEEDED: sphere of radius R with centre	2021_TH_Q11-s1.pdf
ch02	FIGURE NEEDED: ellipse through A and B with c	2021_TH_Q11-s2.pdf
ch02	FIGURE NEEDED: construction showing several c	2021_TH_Q11-s3.pdf
ch02	FIGURE NEEDED: hodograph sketch for the ellip	2021_TH_Q12-s1.pdf
ch02	FIGURE NEEDED: hodograph sketch for the parab	2021_TH_Q12-s2.pdf
ch02	FIGURE NEEDED: setup sketch at the head of th	2021_TH_Q14-s1.pdf
ch02	FIGURE NEEDED: sketch of Pluto (P) and Charon	2021_TH_Q9-s1.pdf
ch02	FIGURE NEEDED: Figure 3 of the 2022 theory so	2022_TH_12-s1.pdf
ch02	FIGURE NEEDED: sketch of an irregular grey di	2022_TH_8-s1.pdf
ch02	FIGURE NEEDED: 3D sphere diagram (2024 theory	2024_TH_T11-s1.pdf
ch02	FIGURE NEEDED: auxiliary-circle diagram (2024	2024_TH_T11-s2.pdf
ch02	FIGURE NEEDED: eccentric-anomaly diagram (202	2024_TH_T11-s3.pdf
ch02	FIGURE NEEDED: annotated Tundra ground track 	2024_TH_T11-s4.pdf
ch02	FIGURE NEEDED: sphere diagram (2024 theory so	2024_TH_T11-s5.pdf
ch02	FIGURE NEEDED: degenerate ellipse diagram (20	2024_TH_T3-s1.pdf
ch02	FIGURE NEEDED: triangle sketch (2020 GeCAA da	2020_DA_2-s1.pdf
ch02	FIGURE NEEDED: rectangular plot (2020 GeCAA d	2020_DA_2-s2.pdf
