ch01	FIGURE NEEDED: Fig. 6 -- celestial sphere wit	2014_TH_L1-s1.pdf
ch01	FIGURE NEEDED: Fig. 7 -- celestial sphere as 	2014_TH_L1-s2.pdf
ch01	FIGURE NEEDED: Fig. 8 -- topocentric celestia	2014_TH_L1-s3.pdf
ch01	FIGURE NEEDED: Fig. 9 -- topocentric celestia	2014_TH_L1-s4.pdf
ch01	FIGURE NEEDED: Fig. 10 -- topocentric celesti	2014_TH_L1-s5.pdf
ch01	FIGURE NEEDED: Fig. 11 -- topocentric celesti	2014_TH_L1-s6.pdf
ch01	FIGURE NEEDED: geocentric celestial sphere wi	2014_TH_P13-s1.pdf
ch01	FIGURE NEEDED: unit sphere with Lima, Yogyaka	2015_TH_S15-s1.pdf
ch01	FIGURE NEEDED: sphere with Lima, Yogyakarta, 	2015_TH_S15-s2.pdf
ch01	FIGURE NEEDED: sphere with flight path, south	2015_TH_S15-s3.pdf
ch01	FIGURE NEEDED: two-panel diagram -- left: sti	2016_TH_T4-s1.pdf
ch01	FIGURE NEEDED: circular diagram of the celest	2017_TH_T1-s1.pdf
ch01	FIGURE NEEDED: celestial sphere with zenith, 	2017_TH_T12-s1.pdf
ch01	FIGURE NEEDED: circular diagram of the celest	2017_TH_T12-s2.pdf
ch01	FIGURE NEEDED: cross-section of the Earth (ra	2017_TH_T5-s1.pdf
ch01	FIGURE NEEDED: three globe diagrams (a),(b),(	2019_TH_10-s1.pdf
ch01	FIGURE NEEDED: three globe diagrams (d),(e),(	2019_TH_10-s2.pdf
ch01	FIGURE NEEDED: plot of (lambda_B - lambda_A) 	2019_TH_10-s3.pdf
ch01	FIGURE NEEDED: globe diagram (g) showing the 	2019_TH_10-s4.pdf
ch01	FIGURE NEEDED: Fig. 12.1 -- cross-section of 	2019_TH_12-s1.pdf
ch01	FIGURE NEEDED: spherical-triangle sketch with	2020_TH_7-s1.pdf
ch01	FIGURE NEEDED: celestial-sphere diagram with 	2020_TH_7-s2.pdf
ch01	FIGURE NEEDED: spherical-triangle sketch with	2022_TH_7-s1.pdf
ch01	FIGURE NEEDED: diagram of parallel light rays	2023_TH_Q10-s1.pdf
ch01	FIGURE NEEDED: sketch of Aldebaran, the Moon 	2023_TH_Q10-s2.pdf
ch01	FIGURE NEEDED: triangle Moon (M) - observer (	2023_TH_Q10-s3.pdf
ch01	FIGURE NEEDED: spherical triangle with vertic	2024_TH_T7-s1.pdf
