ch01	FIGURE NEEDED: polar-projection sky map (epoc	2011_OBS-PLAN_1-s2.pdf
ch01	FIGURE NEEDED: polar-projection sky map (same	2011_OBS-PLAN_2-s3.pdf
ch01	FIGURE NEEDED: Answer Sheet 1, a blank circul	2015_OBS-PLAN_1-s2.pdf
ch01	FIGURE NEEDED: Answer Sheet 2, a blank circul	2015_OBS-PLAN_2-s2.pdf
ch01	FIGURE NEEDED: the two answer sky maps (Map 1	NOTE:Answer maps Map 1 and Map 2 were distributed separately and are not in the available source papers
ch01	FIGURE NEEDED: the two answer sky maps (Map 1	NOTE:Answer maps Map 1 and Map 2 were distributed separately and are not in the available source papers
ch01	FIGURE NEEDED: the answer star chart (Messier	2019_OBS-PLAN_1-s2.pdf
ch01	FIGURE NEEDED: lunar map defining the selenog	2019_OBS-PLAN_3-s1.pdf
ch01	FIGURE NEEDED: Figure 1, star chart (100 x 70	2009_OBS-SKY_1-s2.pdf
ch01	FIGURE NEEDED: zenith-centred sky map of Suce	NOTE:The envelope sky map was distributed separately and is not in the available source papers
ch01	FIGURE NEEDED: blank square answer chart, fie	2015_OBS-SKY_1-s4.pdf
ch01	FIGURE NEEDED: the answer sky map on which th	NOTE:The full-sky answer map was distributed separately and is not in the available source papers
ch01	FIGURE NEEDED: full-sky map handed out with t	NOTE:The full-sky answer map was distributed separately and is not in the available source papers
ch01	FIGURE NEEDED: full-sky map handed out with t	NOTE:The full-sky answer map was distributed separately and is not in the available source papers
ch01	FIGURE NEEDED: full-sky map handed out with t	NOTE:The full-sky answer map was distributed separately and is not in the available source papers
ch01	FIGURE NEEDED: full-sky map handed out with t	NOTE:The full-sky answer map was distributed separately and is not in the available source papers
ch01	FIGURE NEEDED: interactive panoramic 360-degr	NOTE:Interactive panoramic image was shown on an on-site computer station and is not reproduced here
ch01	FIGURE NEEDED: interactive panoramic 360-degr	NOTE:Interactive panoramic image was shown on an on-site computer station and is not reproduced here
ch01	FIGURE NEEDED: analemma of the fictitious pla	2017_OBS-SKY_1-s1.pdf
ch01	FIGURE NEEDED: star-trails photograph	NOTE:The star-trails photograph was provided at the exam station and is not in the available source papers
ch01	FIGURE NEEDED: data sheet with simulated Moon	2017_OBS-SKY_1-s2.pdf;2017_OBS-SKY_1-s3.pdf
ch01	FIGURE NEEDED: diagram of the sky's position 	NOTE:The polar-scope sky diagram was provided at the exam station and is not in the available source papers
ch01	FIGURE NEEDED: Figure 1, whole-sky star chart	2018_OBS-SKY_O1-s2.pdf
ch01	FIGURE NEEDED: Figure 2, star chart of a rece	2018_OBS-SKY_O2-s1.pdf
ch01	FIGURE NEEDED: Figure 3, star chart with equa	2018_OBS-SKY_O3-s1.pdf
ch01	FIGURE NEEDED: Figures 4.1-4.4, photographs o	2018_OBS-SKY_O4-s1.pdf;2018_OBS-SKY_O4-s2.pdf;2018_OBS-SKY_O4-s3.pdf;2018_OBS-SKY_O4-s4.pdf
ch01	FIGURE NEEDED: schematic diagrams of three re	2022_OBS-SKY_O5-s1.pdf
