ch01	FIGURE NEEDED: photographs of five Messier ob	2022_OBS-SKY_O7-s1.pdf;2022_OBS-SKY_O7-s2.pdf
ch01	FIGURE NEEDED: star chart with additional and	2022_OBS-SKY_O8-s2.pdf
ch01	FIGURE NEEDED: two sky views labelled "Initia	2022_OBS-SKY_O9-s1.pdf
ch01	FIGURE NEEDED: Figure 1, star chart of the Co	2024_OBS-SKY_1-s2.pdf
ch01	FIGURE NEEDED: Figure 2, alt-azimuthal all-sk	2024_OBS-SKY_2-s2.pdf
ch01	FIGURE NEEDED: Figure 3, sky map with a circl	2024_OBS-SKY_3-s2.pdf
ch01	FIGURE NEEDED: full-sky map "Map-OM01" handed	2025_OBS-SKY_OM01-s5.pdf
ch01	FIGURE NEEDED: full-sky map "Map-OM02" with c	2025_OBS-SKY_OM02-s2.pdf
ch01	FIGURE NEEDED: Mercator-projection sky map of	2025_OBS-SKY_OM03-s1.pdf
ch01	FIGURE NEEDED: large-scale sky map handed out	2011_OBS-TEL_1-s1.pdf
ch01	FIGURE NEEDED: two pictures of the asterism (	2011_OBS-TEL_2-s1.pdf
ch01	FIGURE NEEDED: celestial sphere with horizon 	2007_TH_1.1-s1.pdf
ch01	FIGURE NEEDED: Earth relative to the Sun's ra	2007_TH_1.1-s2.pdf
ch01	FIGURE NEEDED: thin triangle with base 2a (di	2007_TH_1.5-s1.pdf
ch01	FIGURE NEEDED: sketch of the Earth with the t	2008_TH_S1-s1.pdf
ch01	FIGURE NEEDED: celestial sphere with zenith Z	2008_TH_S3-s1.pdf
ch01	FIGURE NEEDED: two room cross-sections (winte	2009_TH_P4-s1.pdf
ch01	FIGURE NEEDED: observer at height h above the	2009_TH_P5-s1.pdf
ch01	FIGURE NEEDED: celestial sphere with zenith Z	2012_TH_S1-s1.pdf
ch01	FIGURE NEEDED: celestial sphere with zenith Z	2012_TH_S15-s1.pdf
ch01	FIGURE NEEDED: two right triangles: in the E-	2012_TH_S15-s2.pdf
ch01	FIGURE NEEDED: Figure 3, "The position triang	2013_TH_S9-s1.pdf
ch01	FIGURE NEEDED: Fig. 1 -- Earth, Sun of radius	2014_TH_L1-s7.pdf
ch01	FIGURE NEEDED: Fig. 2 -- celestial sphere wit	2014_TH_L1-s8.pdf
ch01	FIGURE NEEDED: Fig. 3 -- Earth of radius R, o	2014_TH_L1-s9.pdf
ch01	FIGURE NEEDED: Fig. 4 -- celestial sphere wit	2014_TH_L1-s10.pdf
ch01	FIGURE NEEDED: Fig. 5 -- celestial sphere wit	2014_TH_L1-s11.pdf
