2007	TH	1.1	-	2	1	sunrise time at latitude 42.5N solstice	-
2007	TH	1.2	-	2	3	Venus greatest elongation gives orbit radius	2
2007	TH	1.3	-	2	1	convert solar days to sidereal days	-
2007	TH	1.4	-	2	3	Moon distance from angular diameter	1
2007	TH	1.5	-	2	1	annual parallax of star at 100 pc	-
2007	TH	1.6	-	2	2	comet period from Kepler third law	3
2007	TH	1.7	-	2	2	areal velocity, Kepler second law	3
2007	TH	1.8	-	2	6	Wien law peak wavelength 4000 K	-
2007	TH	1.9	-	2	7	stellar luminosity via Stefan-Boltzmann	6
2007	TH	1.10	-	2	6	distance from flux and luminosity	7
2007	TH	1.11	-	2	6	supernova distance from flux comparison	7
2007	TH	1.12	-	2	6	21-cm Doppler velocity of gas cloud	11
2007	TH	1.13	-	2	5	naked-eye diffraction limit, lunar crater	-
2007	TH	1.14	-	2	10	Schwarzschild radius of the Sun	-
2007	TH	1.15	-	2	6	flux ratio from magnitude difference	-
2007	TH	Q2	A Planet & Its Surface Temperature	8	3	planet equilibrium temperature, albedo, rotation	6
2007	TH	Q3	Binary System	8	8	binary mass transfer, period change	2
2007	TH	Q4	Gravitational Lensing	8	10	Einstein ring, two lensed images	-
2007	DA	D1	Galilean moons	4	3	identify Galilean moons from motion	-
2007	DA	D2	The Moon's age	8	1	lunar age via synodic month	3
2007	DA	D3	Solar System objects	8	3	identify objects from positions, elongations	1
2008	TH	S1	-	20	1	Moon's parallax, RA difference two observers	3
2008	TH	S2	-	20	4	sunspot area in msh, foreshortening	5
2008	TH	S3	-	20	1	full-Moon time above horizon extremes	-
2008	TH	S4	-	20	7	helium-burning lifetime, triple-alpha	-
2008	TH	S5	-	20	13	dark matter/dark energy ratio at recombination	-
2008	TH	S6	-	20	11	Sgr A* black-hole mass from cloud Doppler	10
2008	TH	S7	-	20	7	giant-branch luminosity, visibility distance	6
2008	TH	S8	-	20	2	horizontal tidal acceleration due to Moon	-
2008	TH	S9	-	20	3	Earth temperature with atmospheric transmittance	6
2008	TH	S10	-	20	5	CCD frame fit and position angle	1
2008	TH	S11	-	20	3	annular eclipse photo: distances, coverage	5
2008	TH	S12	-	20	13	SN Ia distance and Hubble time	6
2008	TH	S13	-	20	3	tangent-line angles to circular asteroid	-
2008	TH	S14	-	20	2	orbit mass/energy from u-p data	-
2008	TH	S15	-	20	12	Tully-Fisher mass and luminosity NGC 2639	6
2008	TH	L1	-	100	8	eclipsing binary radii, masses	-
