2012	TH	S1	-	-	1	sundial operation vs solar declination	-
2012	TH	S2	-	-	1	sidereal day; retrograde-rotation day lengths	-
2012	TH	S3	-	-	3	synodic period between Mars oppositions	2
2012	TH	S4	-	-	3	full-Moon magnitude if albedo unity	6
2012	TH	S5	-	-	2	Earth/Sun density ratio from g, year	-
2012	TH	S6	-	-	4	p-p chain He-3 fusion energy release	7
2012	TH	S7	-	-	7	LBV radius ratio at constant luminosity	6
2012	TH	S8	-	-	10	pulsar beam detection probability	6
2012	TH	S9	-	-	6	interstellar+nebular extinction of WDs	11
2012	TH	S10	-	-	13	matter-dominated universe cooling timescale	-
2012	TH	S11	-	-	9	Sun's astrometric wobble from Jupiter	2
2012	TH	S12	-	-	5	telescope to resolve Earth's lunar wobble	2
2012	TH	S13	-	-	1	path making sky spin about ecliptic pole	-
2012	TH	S14	-	-	1	star leaves celestial sphere; alt-az	6
2012	TH	S15	-	-	1	solstice shadow-tip curve Antarctic Circle	-
2012	TH	L1	-	-	6	globular cluster combined magnitudes	5
2012	TH	L2	-	-	12	spiral rotation curve, Tully-Fisher	13
2012	DA	D1	Asteroid photometry	-	3	asteroid light curves, phase curve, regolith	6
2012	DA	D2	Cepheids	-	8	Cepheid P-L fit, two distances	12
2013	TH	S1	-	10	3	Earth equilibrium temperature with albedo	-
2013	TH	S2	-	10	5	telescope diameter to resolve hot Jupiter	9
2013	TH	S3	-	10	7	main-sequence lifetime of 5 Msun star	-
2013	TH	S4	-	10	8	Cepheid P-L distance with extinction	12
2013	TH	S5	-	10	13	Hubble constant and Hubble time from Halpha	-
2013	TH	S6	-	10	7	star distance, luminosity, radius	6
2013	TH	S7	-	10	7	red-giant classification via bolometric correction	6
2013	TH	S8	-	10	6	decompose combined magnitude of pair	8
2013	TH	S9	-	10	1	alt-az to hour angle/declination	-
2013	TH	S10	-	10	11	Sgr A* black-hole mass from stellar orbit	2
2013	TH	S11	-	10	1	maximum altitude of full Moon, parallax	3
2013	TH	S12	-	10	7	Sirius B radius from flux ratio	10
2013	TH	S13	-	10	6	fog optical depth from Sun dimming	-
2013	TH	S14	-	10	1	Vega hour angle/zenith distance two cities	-
